AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME|SPAZIDIDATTICI|AULAMAGNA|MENSA|PALESTRAPISCINA|SPAZIAMMINISTRATIVI|SCUOLABUS|TRASPORTIPUBBLICIURBANI|TRASPORTIPUBBLICIINTERURBANI|TRASPORTIFERROVIARI|MEZZIPRIVATI|TRASPORTODISABILI|Linea_finanziamento|COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|COD_PRINC|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|CUP|Importo totale opera|Finanziamento/ Provvedimento|DESCRIZIONE_SINTETICA_CUP|ANNO_DECISIONE|STATO_PROGETTO|COSTO_PROGETTO|FINANZIAMENTO_PROGETTO|CODICE_STATO|STATO|CODICE_AREA_GEOGRAFICA|AREA_GEOGRAFICA|CODICE_REGIONE|CODICE_PROVINCIA|SIGLA_PROVINCIA|CODICE_COMUNE|PIVA_CODFISCALE_SOG_TITOLARE|SOGGETTO_TITOLARE|INDIRIZZO_SOG_TITOLARE|TIPO_INDIRIZZO_SOG_TITOLARE|NUM_CIVICO_SOG_TITOLARE|LOCALITA_SOG_TITOLARE|CAP_SOGGETTO_TITOLARE|COMUNE_SOGGETTO_TITOLARE|CODICE_COMUNE_SOGG_TITOLARE|CODICE_SOTTOCATEG_SOGGETTO|SOTTOCATEGORIA_SOGGETTO|CODICE_CATEGORIA_SOGGETTO|CATEGORIA_SOGGETTO|CODICE_AREA_SOGGETTO|AREA_SOGGETTO|CODICE_NATURA_INTERVENTO|NATURA_INTERVENTO|CODICE_TIPO_INTERVENTO|TIPOLOGIA_INTERVENTO|CODICE_AREA_INTERVENTO|AREA_INTERVENTO|CODICE_SETTORE_INTERVENTO|SETTORE_INTERVENTO|CODICE_SOTTOSETTORE_INTERVENTO|SOTTOSETTORE_INTERVENTO|CODICE_CATEGORIA_INTERVENTO|CATEGORIA_INTERVENTO|SOGGETTO_RICHIEDENTE|TIPOLOGIA_CUP|DESCRIZIONE_INTERVENTO|STRUTTURA_INFRASTRUTTURA|INDIRIZZO_INTERVENTO|NUMERO_DELIBERA_CIPE|ANNO_DELIBERA|FLAG_LEGGE_OBIETTIVO|FINANZA_PROGETTO|FLAG_TIPO_GENERICO|CUP_IN_RELAZIONE|RUOLO_IN_RELAZIONE|DESC_TIPO_RELAZIONE|DATA_ULTIMA_MODIFICA_SSC|DATA_ULTIMA_MODIFICA_UTENTE|DATA_CHIUSURA_REVOCA|CODICE_LOCALE_PROGETTO|CODICE_STRUMENTO_PROGRAM|STRUMENTO_PROGRAMMAZIONE|CODICE_COPERTURA_FINANZIARIA|COPERTURA_FINANZIARIA|SPONSORIZZAZIONI|ALTRE_INFORMAZIONI|DATA_GENERAZIONE_CUP|CONTROLLO_QUALITA|CUP_MASTER|RAGIONI_COLLEGAMENTO|LINK_OPENCOESIONE|LINK_SCUOLE_SICURE
NORD OVEST|CNIC86100A|CNAA861028|CUNEO-VIA ROSTAGNI|CUNEO|SCUOLA INFANZIA|VIA ROSTAGNI, 25|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNMM162004|CNCT70000Q|CENTRO TERRITORIALE ALBA|ALBA|CENTRO TERRITORIALE|VIA DE AMICIS 1|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC818004|CNMM818015|SOMMARIVA PERNO|SOMMARIVA PERNO|SCUOLA PRIMO GRADO|VIA SAN GIOVANNI N. 12|CUNEO|PIEMONTE|0042230003|CN|Attivo|SI|SI|NO|Non classificato a rischio|NO|SI|NO|1963|Informazione assente|-|Informazione assente|3.0|3.764,00|2.100,00|7.723,00|Esiste|Esiste|Esiste|Esiste|Esiste|SI|NO|NO|NO|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Sommariva Perno|MIUR|2017-07-31|2016-06-22|2017-10-31|SOMMARIVA PERNO|COMUNE|CNIC818004|||44.745142|7.904253|Demolizione e ampliamento|Cantiere aperto|D27B15000250001|800000.0|800000.0|NUOVA COSTRUZIONE PALESTRA COMUNALE - BANDO EDILIZIA SCOLASTICA 2015*VIA SAN GIOVANNI*DEMOLIZIONE E COSTRUZIONE NUOVA PALESTRA SCOLASTICA|2015|ATTIVO|672210|672210|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4222.0|00402100044|COMUNE DI SOMMARIVA DEL BOSCO - CUNEO -|SEYSSEL|PIAZZA|1||12048|SOMMARIVA DEL BOSCO|4222.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|1.0|NUOVA REALIZZAZIONE|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI SOMMARIVA DEL BOSCO - CUNEO -|NORMALE|DEMOLIZIONE E COSTRUZIONE NUOVA PALESTRA SCOLASTICA|NUOVA COSTRUZIONE PALESTRA COMUNALE - BANDO EDILIZIA SCOLASTICA 2015|VIA SAN GIOVANNI|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||||||0.0|ASSENTE|1.0|STATALE|NON PREVISTE||13-AUG-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=98266
NORD OVEST|CNIC818004|CNMM818026|SOMMARIVA P. SS CORNELIANO|CORNELIANO D'ALBA|SCUOLA PRIMO GRADO|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|0040720003|CN|Attivo|SI|-|SI|Non Comunicato|-|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|2.0|2.359,00|1.309,00|4.181,00|Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|NO|SI|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC818004|CNMM818026|SOMMARIVA P. SS CORNELIANO|CORNELIANO D'ALBA|SCUOLA PRIMO GRADO|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|0040720004|CN|Attivo|SI|-|-|Non Comunicato|-|SI|NO|1980|Informazione assente|-|Informazione assente|1.0|2.359,00|1.309,00|2.000,00|Esiste|Non Esiste|Non Comunicato|Non Comunicato|Non Esiste|SI|NO|SI|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Corneliano d`Alba|Amministrazione Comunale|2017-12-15|2017-07-01|2017-08-31|COMUNE di Corneliano d`Alba|COMUNE|CNIC818004|||44.734970000000004|7.960342999999999|Efficentamento energetico|Cantiere aperto|G56J17000000004|315000.0|315000.0|MIGLIORAMENTO, MESSA IN SICUREZZA ED EFFICIENTAMENTO ENERGETICO DEGLI EDIFICI (SCUOLA DELL'INFANZIA, ELEMENTARI E MADIE, PALESTRA SCOLASTICA)*CORSO RIDDONE N°48*MIGLIORAMENTO, MESSA IN SICUREZZA ED EFFICIENTAMENTO ENERGETICO DEGLI EDIFICI SCOLASTICI (SCUOLA DELL'INFANZIA, ELEMENTARI E MEDIE, PALESTRA SCOLASTICA)|2017|ATTIVO|315000|315000|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4072.0|00324510049|COMUNE DI CORNELIANO D'ALBA - CUNEO -|PIAZZA COTTOLENGO||49||12040|CORNELIANO D'ALBA|4072.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|9.0|MANUTENZIONE STRAORDINARIA CON EFFICIENTAMENTO ENERGETICO|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI CORNELIANO D'ALBA - CUNEO -|NORMALE|MIGLIORAMENTO, MESSA IN SICUREZZA ED EFFICIENTAMENTO ENERGETICO DEGLI EDIFICI SCOLASTICI (SCUOLA DELL'INFANZIA, ELEMENTARI E MEDIE, PALESTRA SCOLASTICA)|MIGLIORAMENTO, MESSA IN SICUREZZA ED EFFICIENTAMENTO ENERGETICO DEGLI EDIFICI (SCUOLA DELL'INFANZIA, ELEMENTARI E MADIE, PALESTRA SCOLASTICA)|CORSO RIDDONE N°48|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|SI||||||||0.0|ASSENTE|4.0|COMUNALE|NON PREVISTE||16-FEB-17|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=106247
NORD OVEST|CNIC818004|CNMM818026|SOMMARIVA P. SS CORNELIANO|CORNELIANO D'ALBA|SCUOLA PRIMO GRADO|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|0040720005|CN|Attivo|SI|-|-|Non Comunicato|-|SI|NO|2002|Informazione assente|-|Informazione assente|1.0|2.359,00|1.309,00|640,00|Esiste|Non Esiste|Non Comunicato|Non Comunicato|Non Esiste|SI|NO|SI|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC81900X|CNMM819011|LA MORRA|LA MORRA|SCUOLA PRIMO GRADO|VIA CARLO ALBERTO N. 6|CUNEO|PIEMONTE|0041050002|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|prima del 1800|1912|Informazione assente|3.0|1.290,00|522,00|6.150,00|Esiste|Non Esiste|Esiste|Non Esiste|Esiste|SI|NO|SI|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC81900X|CNMM819011|LA MORRA|LA MORRA|SCUOLA PRIMO GRADO|VIA CARLO ALBERTO N. 6|CUNEO|PIEMONTE|0041050003|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1921 e il 1945|1983|Informazione assente|1.0|758,00|527,00|3.190,00|Non Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC81900X|CNMM819022|LA MORRA SS MONFORTE D'ALBA|MONFORTE D'ALBA|SCUOLA PRIMO GRADO|VIA RODDINO N.1|CUNEO|PIEMONTE|0041320003|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|3.0|4.850,00|4.280,00|3.280,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC81900X|CNMM819033|LA MORRA SS BAROLO|BAROLO|SCUOLA PRIMO GRADO|PIAZZA CADUTI PER LA LIBERTA'|CUNEO|PIEMONTE|0040130002|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|SI|NO|1959|Informazione assente|-|Informazione assente|4.0|1.074,00|524,00|4.770,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC820004|CNMM820015|SANTA VITTORIA D'ALBA|SANTA VITTORIA D'ALBA|SCUOLA PRIMO GRADO|VIA SERAFINA 14 BIS|CUNEO|PIEMONTE|0042120006|CN|Attivo|NO|NO|NO|Non classificato a rischio|SI|SI|NO|2014|Informazione assente|-|Informazione assente|2.0|3.534,00|2.450,00|6.620,00|Esiste|Esiste|Esiste|Non Esiste|Esiste|SI|NO|SI|SI|SI|SI|#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Santa Vittoria d`Alba|Amministrazione comunale|2017-03-23|2010-03-24|2014-08-19|SANTA VITTORIA D`ALBA|COMUNE|CNIC820004|Scuola Secondaria di primo grado - Via Serafina, 14bis||44.69298|7.922763000000001|Nuova costruzione|Concluso|EE19H0900010000|2215307.51|366000.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC820004|CNMM820026|S.VITTORIA ALBA SS POCAPAGLIA|POCAPAGLIA|SCUOLA PRIMO GRADO|PIAZZA PRINCIPESSA MARIA PIA|CUNEO|PIEMONTE|0041700005|CN|Attivo|SI|SI|NO|Non classificato a rischio|NO|SI|NO|1992|Informazione assente|-|Informazione assente|3.0|1.500,00|787,00|12.851,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC82100X|CNMM821011|MONTA'|MONTA'|SCUOLA PRIMO GRADO|CORSO A. DE GASPERI N. 15|CUNEO|PIEMONTE|0041330003|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|5.0|5.647,00|4.595,00|7.751,00|Esiste|Non Esiste|Non Esiste|Esiste|Esiste|SI|NO|SI|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85900A|CNMM85901B|MONDOVI' CORDERO|MONDOVI'|SCUOLA PRIMO GRADO|VIA RISORGIMENTO, N. 16|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNPM010004|CNPM010004|"CUNEO - ""EDMONDO DE AMICIS"""|CUNEO|ISTITUTO MAGISTRALE|CORSO CARLO BRUNET 12|CUNEO|PIEMONTE|0040780001|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|6.0|2.500,00|780,00|23.140,00|Esiste|Non Esiste|Non Esiste|Esiste|Esiste|NO|SI|SI|NO|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNPM010004|CNPM010004|"CUNEO - ""EDMONDO DE AMICIS"""|CUNEO|ISTITUTO MAGISTRALE|CORSO CARLO BRUNET 12|CUNEO|PIEMONTE|0040780005|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|5.0|3.600,00|1.060,00|29.700,00|Esiste|Non Esiste|Non Esiste|Esiste|Esiste|NO|SI|SI|SI|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNPM010004|CNPM010015|"LIMONE PIEMONTE ""E.DE AMICIS"""|LIMONE PIEMONTE|ISTITUTO MAGISTRALE|VIA G.BATTISTA MARRO 41|CUNEO|PIEMONTE|0041100001|CN|Attivo|NO|SI|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1981|Informazione assente|-|Informazione assente|3.0|5.300,00|4.074,00|3.678,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|SI|NO|SI|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Limone Piemonte|Amministrazione Comunale|2017-12-15|2017-05-20|2019-08-31|COMUNE di Limone Piemonte|COMUNE|CNIC81000D|||44.200134000000006|7.578867999999999|Manutenzione straordinaria|Cantiere aperto|I74H17000070004|333951.37|333951.37|SCUOLA ELEMENTARE E LICEO DELLE SCIENZE SOCIALI*VIA MARRO N. 41*LAVORI DI RIPARAZIONE DELLE STRUTTURE PORTANTI E OPERE COLLATERALI DELL'EDIFICIO SCOLASTICO|2017|CHIUSO|335000|335000|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4110.0|80003770049|COMUNE DI LIMONE PIEMONTE - CUNEO -|ROMA||32|LIMONE PIEMONTE|12015|LIMONE PIEMONTE|4110|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|7.0|MANUTENZIONE STRAORDINARIA|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI LIMONE PIEMONTE - CUNEO -|NORMALE|LAVORI DI RIPARAZIONE DELLE STRUTTURE PORTANTI E OPERE COLLATERALI DELL'EDIFICIO SCOLASTICO|SCUOLA ELEMENTARE E LICEO DELLE SCIENZE SOCIALI|VIA MARRO N. 41|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||||15-FEB-17||00|ASSENTE|004|COMUNALE|NON PREVISTE||07-FEB-17|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=106255
NORD OVEST|CNIS021004|CNPM02101G|"SALUZZO ""GIACOMO SOLERI"""|SALUZZO|ISTITUTO MAGISTRALE|VIA TRAVERSA DEL QUARTIERE, 2|CUNEO|PIEMONTE|0042030016|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1900 e il 1920|-|Dal 1976 in poi|3.0|11.300,00|5.720,00|64.200,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|NO|SI|SI|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNPM04000X|CNPM04000X|"ALBA - ""LEONARDO DA VINCI"""|ALBA|ISTITUTO MAGISTRALE|PIAZZA SAN FRANCESCO D'ASSISI, 1|CUNEO|PIEMONTE|0040030024|CN|Attivo|-|-|SI|Non classificato a rischio|NO|NO|SI|-|prima del 1800|-|tra il 1946 e il 1975|3.0|4.000,00|800,00|23.100,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|NO|SI|SI|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNPM04000X|CNPM04000X|"ALBA - ""LEONARDO DA VINCI"""|ALBA|ISTITUTO MAGISTRALE|PIAZZA SAN FRANCESCO D'ASSISI, 1|CUNEO|PIEMONTE|0040030036|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|NO|SI|-|tra il 1961 e il 1975|-|Informazione assente|3.0|902,00|-|2.700,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|NO|SI|NO|SI|NO|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNPS010003|CNPS010003|"FOSSANO - ""G.ANCINA"""|FOSSANO|LICEO SCIENTIFICO|P.ZA       DON MARIO PICCO 6|CUNEO|PIEMONTE|0040890010|CN|Attivo|NO|-|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|tra il 1946 e il 1975|3.0|5.930,00|2.015,00|14.117,00|Esiste|Non Esiste|Non Comunicato|Esiste|Esiste|SI|SI|NO|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNPS010003|CNPS010003|"FOSSANO - ""G.ANCINA"""|FOSSANO|LICEO SCIENTIFICO|P.ZA       DON MARIO PICCO 6|CUNEO|PIEMONTE|0040890015|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|4.0|3.600,00|1.200,00|8.700,00|Esiste|Esiste|Non Esiste|Esiste|Esiste|SI|SI|SI|SI|SI|SI|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNPS010003|CNPS010003|"FOSSANO - ""G.ANCINA"""|FOSSANO|LICEO SCIENTIFICO|P.ZA       DON MARIO PICCO 6|CUNEO|PIEMONTE|0040890016|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1800 e il 1899|-|tra il 1946 e il 1975|3.0|-|-|6.600,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|SI|SI|SI|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Fossano|Amministrazione comunale|2017-12-15|2018-02-01|2018-12-31|Fossano|COMUNE||||44.553225|7.725685|Adeguamento impiantistica e/o antincendio Ristrutturazione|Start|D44H17000120004|250000.0|250000.0|SCUOLE MEDIE*VIA DIVERSE*MANUTENZIONE STRAORDINARIA SCUOLE MEDIE|2017|ATTIVO|250000|250000|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4089.0|00214810046|COMUNE DI FOSSANO - CUNEO -|ROMA|VIA|91|FOSSANO|12045|FOSSANO|4089.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|7.0|MANUTENZIONE STRAORDINARIA|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI FOSSANO - CUNEO -|NORMALE|MANUTENZIONE STRAORDINARIA SCUOLE MEDIE|SCUOLE MEDIE|VIA DIVERSE|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|SI||||||||99|ALTRO|004|COMUNALE|NON PREVISTE||16-FEB-17|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=
NORD OVEST|CNPS010003|CNPS010003|"FOSSANO - ""G.ANCINA"""|FOSSANO|LICEO SCIENTIFICO|P.ZA       DON MARIO PICCO 6|CUNEO|PIEMONTE|0040890016|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1800 e il 1899|-|tra il 1946 e il 1975|3.0|-|-|6.600,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|SI|SI|SI|SI|SI|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Fossano|Amministrazione comunale|2017-11-28|2016-09-01|2016-09-30|COMUNE di Fossano|COMUNE||||44.555132|7.7323509999999995|OPERE VARIE|Concluso|D44H15000780004|150000.0|104612.37|SCUOLE MEDIE*VIA DIVERSE*MANUTENZIONE STRAORDINARIA SCUOLE MEDIE|2015|CHIUSO|250000|250000|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4089.0|00214810046|COMUNE DI FOSSANO - CUNEO -|ROMA|VIA|91|FOSSANO|12045|FOSSANO|4089|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|7.0|MANUTENZIONE STRAORDINARIA|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI FOSSANO - CUNEO -|NORMALE|MANUTENZIONE STRAORDINARIA SCUOLE MEDIE|SCUOLE MEDIE|VIA DIVERSE|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|SI||||||16-FEB-17||99|ALTRO|4|COMUNALE|NON PREVISTE||07-OCT-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=101405
NORD OVEST|CNPS010003|CNPS010003|"FOSSANO - ""G.ANCINA"""|FOSSANO|LICEO SCIENTIFICO|P.ZA       DON MARIO PICCO 6|CUNEO|PIEMONTE|0040890018|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1800 e il 1899|-|Dal 1976 in poi|2.0|5.000,00|-|-|Non Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|NO|SI|SI|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS01100D|CNPS01101X|"CEVA - ""G.BARUFFI"""|CEVA|LICEO SCIENTIFICO|PIAZZA GALLIANO 3|CUNEO|PIEMONTE|0040660004|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|3.0|3.463,00|1.385,00|10.633,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Esiste|SI|SI|SI|NO|SI|SI|#Scuole Sicure - CIPE 30/06/2014|Ceva|MIUR|2017-03-30|2015-07-16|2016-01-11|CUNEO|PROVINCIA||CEVA - G.BARUFFI||44.3863|8.02908|Adeguamento normativo|Concluso|I86E10000480003|200000.0|200000.0|ISTITUTO DI ISTRUZIONE SUPERIORE G.BARUFFI*PIAZZA GALLIANO 3*ADEGUAMENTO ALLE VIGENTI NORMATIVE DI SICUREZZA E ANTINCENDIO|2010|ATTIVO|200000|200000|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4066.0|00447820044|AMMINISTRAZIONE PROVINCIALE DI CUNEO|NIZZA|CORSO|21|CUNEO|12100|CUNEO|4078|2|AMMINISTRAZIONI PROVINCIALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|7.0|MANUTENZIONE STRAORDINARIA|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|AMMINISTRAZIONE PROVINCIALE DI CUNEO|NORMALE|ADEGUAMENTO ALLE VIGENTI NORMATIVE DI SICUREZZA E ANTINCENDIO|ISTITUTO DI ISTRUZIONE SUPERIORE G.BARUFFI|PIAZZA GALLIANO 3|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||30-NOV-17|||2.11.30/7|0|ASSENTE|3|PROVINCIALE|NON PREVISTE|PROGRAMMAZIONE TRIENNALE|02-DEC-10|Il corredo informativo di questo CUP è stato visionato, almeno parzialmente||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=103693
